ID_DOTAZNIKU;1. Mùj nadøízený jasnì hodnotí plnìní úkolù a cílù;2. Mùj nadøízený dobøe stanovuje cíle a priority;3. Mùj nadøízený se umí rychle a správnì rozhodnout;4. Mùj nadøízený podporuje spolupráci v týmu a vytváøí pro ni dobré podmínky ;5. Dùvìøuji rozhodnutím, která uèinil mùj nadøízený;6. Mùj nadøízený umí ocenit mùj výkon;7. Mùj nadøízený se zajímá o naše názory a nápady a bere na nì ohled;8. Domnívám se, že mùj nadøízený jedná se zamìstnanci spravedlivì;9. Mùj nadøízený má dostateènou autoritu a je respektován všemi èleny týmu;10. Mùj nadøízený mì vede ke zlepšení mého pracovního výkonu;11. Mùj nadøízený aktivnì podporuje mùj odborný rùst;12. Mé oddìlení/tým pracuje efektivnì;13. Práce v mém oddìlení/týmu je dobøe organizovaná;14. V našem týmu máme jasnì rozdìlenou práci;15. Mé oddìlení/tým neustále hledá zpùsoby, jak poskytovat kvalitnìjší služby svým zákazníkùm;16. Lidé, s nimiž pracuji, jsou ochotni si navzájem pomáhat, i když to znamená, že budou muset udìlat nìco nad rámec svých bìžných èinností;17. Myslím si, že v naší firmì je spolupráce mezi oddìleními na dobré úrovni ;18. Myslím si, že konflikty, ke kterým dochází na pracovišti, jsou øešeny vìcnì a objektivnì;19. Myslím si, že kolegové mají o mé názory zájem a berou na nì ohled;20. Naše spoleènost mi nabízí spravedlivou odmìnu za odvedenou práci;21. Jsem spokojen(a) s principy a pravidly odmìòování;22. Práce, kterou vykonávám, mì baví a pøináší mi uspokojení;23. Pøi své práci mám dostatek pøíležitostí využívat své schopnosti a dovednosti;24. Práce, kterou dìlám, odpovídá mé odborné kvalifikaci, zkušenostem a praxi ;25. Myslím, že se mi daøí sladit osobní a pracovní život;26. Pravidelnì dostávám užiteènou zpìtnou vazbu týkající se mého výkonu;27. Zpùsob pravidelného hodnocení mého pracovního výkonu mi pomáhá zlepšit mùj další pracovní výkon ;28. Myslím si, že pøijímání pracovníkù do firmy, jejich hodnocení a povyšování probíhá spravedlivì;29. Školení, která mi spoleènost poskytla, mì dostateènì pøipravila k výkonu mé práce;30. Vím, za co zodpovídám a co se ode mne v práci oèekává;31. Dostávám všechny informace, které potøebuji pro øádný výkon své práce;32. Z vlastní zkušenosti vím, že v naší spoleènosti mohu vyjadøovat své názory bez obav;33. O zmìnách, které mají vliv na mou práci, jsem informován(a);34. Mám dostateèné množství informací a pøehled o tom, co se dìje ve spoleènosti;35. Myslím si, že naše firma vynakládá dostateèné úsilí, aby získala pøehled o názorech a postojích zamìstnancù;36. Domnívám se, že týmy/oddìlení spolu komunikují dobøe a v dostateèné míøe;37. Myslím si, že nástroje, které naše spoleènost používá k informování zamìstnancù (nástìnka - Mìsíèní info, intranet, èasopis Drive, konference, pora;38. Myslím si, že se naší spoleènosti daøí získávat správné lidi pro své budoucí potøeby a zámìry;39. Jsem pøesvìdèen(a), že si naše spoleènost umí udržet schopné a klíèové pracovníky;40. Zastávám názor, že naše spoleènost je pøíliš shovívavá k zamìstnancùm, kteøí podávají špatný výkon;41. Myslím si, že naše spoleènost vytváøí prostøedí, které podporuje nové nápady a inovace;42. Naše spoleènost podporuje otevøené, èestné a pøímé jednání
300;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím
301;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím
302;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím
303;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím
304;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Silnì souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše nesouhlasím;Spíše nesouhlasím
305;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Silnì nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Spíše nesouhlasím;Silnì nesouhlasím;Spíše souhlasím;Silnì nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Silnì nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím
306;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Spíše nesouhlasím;Silnì nesouhlasím;Spíše souhlasím;Silnì nesouhlasím;Spíše souhlasím;Silnì nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Silnì nesouhlasím;Spíše souhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Spíše nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Spíše souhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Spíše souhlasím;Silnì nesouhlasím;Spíše nesouhlasím
307;Spíše souhlasím;Spíše souhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Spíše nesouhlasím;Silnì nesouhlasím;Silnì nesouhlasím;Spíše nesouhlasím;Silnì nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím
308;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím
309;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Silnì souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Silnì souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Silnì souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Silnì souhlasím;Spíše nesouhlasím;Silnì nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Silnì nesouhlasím;Silnì souhlasím;Spíše souhlasím;Silnì nesouhlasím;Silnì souhlasím;Silnì nesouhlasím;Silnì nesouhlasím
310;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím
311;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím
312;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím
313;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím
314;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Silnì nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím
315;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím
316;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím
317;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Silnì souhlasím
318;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì nesouhlasím;Silnì souhlasím;Silnì souhlasím
319;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím
320;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Silnì souhlasím;Spíše souhlasím
321;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím
322;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím
323;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Silnì nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì nesouhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Silnì souhlasím;Spíše souhlasím
324;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím
325;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím
326;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše nesouhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše nesouhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì nesouhlasím;Silnì souhlasím;Silnì souhlasím
327;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše nesouhlasím;Silnì souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Silnì souhlasím;Spíše souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Silnì souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše nesouhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím;Spíše souhlasím
